Model,InitialBudget,Risk_Factor,Smooth_Factor,Leverage,Final_Budget
SVR,10000,0.4,9,250,9958.5105403131
SVR,10000,0.4,9,300,9950.410944087214
SVR,10000,0.4,9,350,9942.31134786134
SVR,10000,0.4,9,400,9934.21175163546
SVR,10000,0.4,9,450,9926.112155409584
SVR,10000,0.4,9,500,9918.012559183708
SVR,10000,0.4,10,50,9992.016831690777
SVR,10000,0.4,10,100,9984.82547631923
SVR,10000,0.4,10,150,9977.634120947696
SVR,10000,0.4,10,200,9970.442765576157
SVR,10000,0.4,10,250,9963.251410204619
SVR,10000,0.4,10,300,9956.060054833077
SVR,10000,0.4,10,350,9948.868699461535
SVR,10000,0.4,10,400,9941.67734409
SVR,10000,0.4,10,450,9934.485988718456
SVR,10000,0.4,10,500,9927.294633346917
SVR,10000,0.5,1,50,9881.095133666728
SVR,10000,0.5,1,100,9777.10488734077
SVR,10000,0.5,1,150,9673.114641014816
SVR,10000,0.5,1,200,9569.124394688866
SVR,10000,0.5,1,250,9465.134148362908
SVR,10000,0.5,1,300,9361.143902036958
SVR,10000,0.5,1,350,9257.153655711001
SVR,10000,0.5,1,400,9153.163409385048
SVR,10000,0.5,1,450,9049.173163059088
SVR,10000,0.5,1,500,8945.182916733136
SVR,10000,0.5,2,50,9942.877293168185
SVR,10000,0.5,2,100,9892.7627875275
SVR,10000,0.5,2,150,9842.648281886824
SVR,10000,0.5,2,200,9792.533776246139
SVR,10000,0.5,2,250,9742.419270605455
SVR,10000,0.5,2,300,9692.304764964776
SVR,10000,0.5,2,350,9642.190259324096
SVR,10000,0.5,2,400,9592.075753683412
SVR,10000,0.5,2,450,9541.961248042733
SVR,10000,0.5,2,500,9491.84674240205
SVR,10000,0.5,3,50,9963.175446143428
SVR,10000,0.5,3,100,9931.105740018775
SVR,10000,0.5,3,150,9899.036033894121
SVR,10000,0.5,3,200,9866.966327769469
SVR,10000,0.5,3,250,9834.896621644819
SVR,10000,0.5,3,300,9802.82691552017
SVR,10000,0.5,3,350,9770.75720939551
SVR,10000,0.5,3,400,9738.687503270863
SVR,10000,0.5,3,450,9706.617797146211
SVR,10000,0.5,3,500,9674.54809102156
SVR,10000,0.5,4,50,9971.49381389062
SVR,10000,0.5,4,100,9947.112220384191
SVR,10000,0.5,4,150,9922.730626877768
SVR,10000,0.5,4,200,9898.34903337135
SVR,10000,0.5,4,250,9873.967439864924
SVR,10000,0.5,4,300,9849.585846358505
SVR,10000,0.5,4,350,9825.204252852085
SVR,10000,0.5,4,400,9800.822659345658
SVR,10000,0.5,4,450,9776.441065839232
SVR,10000,0.5,4,500,9752.05947233281
SVR,10000,0.5,5,50,9977.557091779154
SVR,10000,0.5,5,100,9958.350187953567
SVR,10000,0.5,5,150,9939.143284127975
SVR,10000,0.5,5,200,9919.936380302384
SVR,10000,0.5,5,250,9900.729476476796
SVR,10000,0.5,5,300,9881.522572651209
SVR,10000,0.5,5,350,9862.315668825622
SVR,10000,0.5,5,400,9843.10876500003
SVR,10000,0.5,5,450,9823.90186117444
SVR,10000,0.5,5,500,9804.694957348855
SVR,10000,0.5,6,50,9981.711741057248
SVR,10000,0.5,6,100,9965.910740435376
SVR,10000,0.5,6,150,9950.10973981351
SVR,10000,0.5,6,200,9934.308739191636
SVR,10000,0.5,6,250,9918.507738569766
SVR,10000,0.5,6,300,9902.706737947894
SVR,10000,0.5,6,350,9886.905737326028
SVR,10000,0.5,6,400,9871.104736704156
SVR,10000,0.5,6,450,9855.303736082293
SVR,10000,0.5,6,500,9839.502735460419
SVR,10000,0.5,7,50,9984.679347684481
SVR,10000,0.5,7,100,9971.311135065262
SVR,10000,0.5,7,150,9957.942922446045
SVR,10000,0.5,7,200,9944.57470982683
SVR,10000,0.5,7,250,9931.206497207606
SVR,10000,0.5,7,300,9917.838284588393
SVR,10000,0.5,7,350,9904.470071969174
SVR,10000,0.5,7,400,9891.101859349952
SVR,10000,0.5,7,450,9877.733646730745
SVR,10000,0.5,7,500,9864.365434111527
SVR,10000,0.5,8,50,9986.905052654878
SVR,10000,0.5,8,100,9975.361431037645
SVR,10000,0.5,8,150,9963.817809420421
SVR,10000,0.5,8,200,9952.27418780319
SVR,10000,0.5,8,250,9940.730566185955
SVR,10000,0.5,8,300,9929.18694456873
SVR,10000,0.5,8,350,9917.643322951502
SVR,10000,0.5,8,400,9906.099701334275
SVR,10000,0.5,8,450,9894.55607971704
SVR,10000,0.5,8,500,9883.012458099814
SVR,10000,0.5,9,50,9988.636156520755
SVR,10000,0.5,9,100,9978.511661238408
SVR,10000,0.5,9,150,9968.387165956066
SVR,10000,0.5,9,200,9958.262670673725
SVR,10000,0.5,9,250,9948.138175391387
SVR,10000,0.5,9,300,9938.013680109041
SVR,10000,0.5,9,350,9927.889184826701
SVR,10000,0.5,9,400,9917.764689544354
SVR,10000,0.5,9,450,9907.640194262009
SVR,10000,0.5,9,500,9897.515698979667
SVR,10000,0.5,10,50,9990.021039613444
SVR,10000,0.5,10,100,9981.031845398995
SVR,10000,0.5,10,150,9972.042651184547
SVR,10000,0.5,10,200,9963.0534569701
SVR,10000,0.5,10,250,9954.064262755654
SVR,10000,0.5,10,300,9945.0750685412
SVR,10000,0.5,10,350,9936.085874326747
SVR,10000,0.5,10,400,9927.096680112305
SVR,10000,0.5,10,450,9918.107485897857
SVR,10000,0.5,10,500,9909.118291683408
SVR,10000,0.6,1,50,9857.76723004448
SVR,10000,0.6,1,100,9732.749967204281
SVR,10000,0.6,1,150,9607.732704364076
SVR,10000,0.6,1,200,9482.715441523877
SVR,10000,0.6,1,250,9357.698178683677
SVR,10000,0.6,1,300,9232.680915843483
SVR,10000,0.6,1,350,9107.66365300328
SVR,10000,0.6,1,400,8982.646390163083
SVR,10000,0.6,1,450,8857.629127322884
SVR,10000,0.6,1,500,8732.61186448268
SVR,10000,0.6,2,50,9931.756226370955
SVR,10000,0.6,2,100,9870.940879750802
SVR,10000,0.6,2,150,9810.125533130647
SVR,10000,0.6,2,200,9749.310186510495
SVR,10000,0.6,2,250,9688.494839890345
SVR,10000,0.6,2,300,9627.679493270187
SVR,10000,0.6,2,350,9566.86414665003
SVR,10000,0.6,2,400,9506.048800029876
SVR,10000,0.6,2,450,9445.233453409728
SVR,10000,0.6,2,500,9384.418106789573
SVR,10000,0.6,3,50,9957.685046010147
SVR,10000,0.6,3,100,9920.4199298236
SVR,10000,0.6,3,150,9883.15481363705
SVR,10000,0.6,3,200,9845.889697450502
SVR,10000,0.6,3,250,9808.624581263954
SVR,10000,0.6,3,300,9771.359465077408
SVR,10000,0.6,3,350,9734.094348890854
SVR,10000,0.6,3,400,9696.829232704305
SVR,10000,0.6,3,450,9659.564116517759
SVR,10000,0.6,3,500,9622.29900033121
SVR,10000,0.6,4,50,9966.24399014064
SVR,10000,0.6,4,100,9936.543647198394
SVR,10000,0.6,4,150,9906.843304256148
SVR,10000,0.6,4,200,9877.142961313904
SVR,10000,0.6,4,250,9847.442618371653
SVR,10000,0.6,4,300,9817.74227542941
SVR,10000,0.6,4,350,9788.041932487165
SVR,10000,0.6,4,400,9758.341589544922
SVR,10000,0.6,4,450,9728.641246602672
SVR,10000,0.6,4,500,9698.940903660432
SVR,10000,0.6,5,50,9973.275488255997
SVR,10000,0.6,5,100,9950.164002185044
SVR,10000,0.6,5,150,9927.052516114089
SVR,10000,0.6,5,200,9903.941030043135
SVR,10000,0.6,5,250,9880.82954397218
SVR,10000,0.6,5,300,9857.718057901231
SVR,10000,0.6,5,350,9834.606571830273
SVR,10000,0.6,5,400,9811.495085759325
SVR,10000,0.6,5,450,9788.383599688368
SVR,10000,0.6,5,500,9765.272113617415
SVR,10000,0.6,6,50,9978.054089268702
SVR,10000,0.6,6,100,9959.092888522457
SVR,10000,0.6,6,150,9940.131687776202
SVR,10000,0.6,6,200,9921.17048702995
SVR,10000,0.6,6,250,9902.209286283702
SVR,10000,0.6,6,300,9883.248085537454
SVR,10000,0.6,6,350,9864.286884791205
SVR,10000,0.6,6,400,9845.325684044954
SVR,10000,0.6,6,450,9826.364483298701
SVR,10000,0.6,6,500,9807.403282552455
SVR,10000,0.6,7,50,9981.615217221359
SVR,10000,0.6,7,100,9965.5733620783
SVR,10000,0.6,7,150,9949.531506935242
SVR,10000,0.6,7,200,9933.489651792177
SVR,10000,0.6,7,250,9917.447796649123
SVR,10000,0.6,7,300,9901.405941506062
SVR,10000,0.6,7,350,9885.364086363004
SVR,10000,0.6,7,400,9869.322231219941
SVR,10000,0.6,7,450,9853.280376076882
SVR,10000,0.6,7,500,9837.238520933826
SVR,10000,0.6,8,50,9984.286063185851
SVR,10000,0.6,8,100,9970.433717245178
SVR,10000,0.6,8,150,9956.581371304494
SVR,10000,0.6,8,200,9942.729025363817
SVR,10000,0.6,8,250,9928.876679423138
SVR,10000,0.6,8,300,9915.02433348246
SVR,10000,0.6,8,350,9901.171987541778
SVR,10000,0.6,8,400,9887.319641601101
SVR,10000,0.6,8,450,9873.46729566042
SVR,10000,0.6,8,500,9859.61494971974
SVR,10000,0.6,9,50,9986.363387824893
SVR,10000,0.6,9,100,9974.213993486073
SVR,10000,0.6,9,150,9962.06459914725
SVR,10000,0.6,9,200,9949.915204808429
SVR,10000,0.6,9,250,9937.765810469602
SVR,10000,0.6,9,300,9925.61641613078
SVR,10000,0.6,9,350,9913.467021791956
SVR,10000,0.6,9,400,9901.317627453134
SVR,10000,0.6,9,450,9889.168233114311
SVR,10000,0.6,9,500,9877.018838775493
SVR,10000,0.6,10,50,9988.025247536141
SVR,10000,0.6,10,100,9977.238214478817
SVR,10000,0.6,10,150,9966.451181421487
SVR,10000,0.6,10,200,9955.664148364163
SVR,10000,0.6,10,250,9944.87711530684
SVR,10000,0.6,10,300,9934.090082249515
SVR,10000,0.6,10,350,9923.303049192185
SVR,10000,0.6,10,400,9912.516016134856
SVR,10000,0.6,10,450,9901.728983077528
SVR,10000,0.6,10,500,9890.941950020202
SVR,10000,0.7000000000000001,1,50,9834.061768385209
SVR,10000,0.7000000000000001,1,100,9688.208295071623
SVR,10000,0.7000000000000001,1,150,9542.35482175805
SVR,10000,0.7000000000000001,1,200,9396.501348444473
SVR,10000,0.7000000000000001,1,250,9250.647875130897
SVR,10000,0.7000000000000001,1,300,9104.794401817313
SVR,10000,0.7000000000000001,1,350,8958.940928503738
SVR,10000,0.7000000000000001,1,400,8813.087455190156
SVR,10000,0.7000000000000001,1,450,8667.233981876583
SVR,10000,0.7000000000000001,1,500,8521.380508563
SVR,10000,0.7000000000000001,2,50,9920.379163942003
SVR,10000,0.7000000000000001,2,100,9849.125139142732
SVR,10000,0.7000000000000001,2,150,9777.871114343465
SVR,10000,0.7000000000000001,2,200,9706.617089544197
SVR,10000,0.7000000000000001,2,250,9635.363064744932
SVR,10000,0.7000000000000001,2,300,9564.109039945666
SVR,10000,0.7000000000000001,2,350,9492.855015146397
SVR,10000,0.7000000000000001,2,400,9421.60099034713
SVR,10000,0.7000000000000001,2,450,9350.346965547862
SVR,10000,0.7000000000000001,2,500,9279.092940748595
SVR,10000,0.7000000000000001,3,50,9950.632553678503
SVR,10000,0.7000000000000001,3,100,9907.156584794182
SVR,10000,0.7000000000000001,3,150,9863.680615909863
SVR,10000,0.7000000000000001,3,200,9820.204647025546
SVR,10000,0.7000000000000001,3,250,9776.72867814122
SVR,10000,0.7000000000000001,3,300,9733.252709256905
SVR,10000,0.7000000000000001,3,350,9689.776740372588
SVR,10000,0.7000000000000001,3,400,9646.300771488268
SVR,10000,0.7000000000000001,3,450,9602.824802603951
SVR,10000,0.7000000000000001,3,500,9559.348833719632
SVR,10000,0.7000000000000001,4,50,9965.69584266906
SVR,10000,0.7000000000000001,4,100,9934.83954568576
SVR,10000,0.7000000000000001,4,150,9903.98324870246
SVR,10000,0.7000000000000001,4,200,9873.126951719161
SVR,10000,0.7000000000000001,4,250,9842.270654735856
SVR,10000,0.7000000000000001,4,300,9811.414357752557
SVR,10000,0.7000000000000001,4,350,9780.558060769255
SVR,10000,0.7000000000000001,4,400,9749.701763785955
SVR,10000,0.7000000000000001,4,450,9718.845466802652
SVR,10000,0.7000000000000001,4,500,9687.98916981935
SVR,10000,0.7000000000000001,5,50,9968.82140296531
SVR,10000,0.7000000000000001,5,100,9941.858002549185
SVR,10000,0.7000000000000001,5,150,9914.894602133061
SVR,10000,0.7000000000000001,5,200,9887.93120171693
SVR,10000,0.7000000000000001,5,250,9860.96780130081
SVR,10000,0.7000000000000001,5,300,9834.004400884687
SVR,10000,0.7000000000000001,5,350,9807.04100046856
SVR,10000,0.7000000000000001,5,400,9780.07760005244
SVR,10000,0.7000000000000001,5,450,9753.114199636317
SVR,10000,0.7000000000000001,5,500,9726.150799220186
SVR,10000,0.7000000000000001,6,50,9974.64144531094
SVR,10000,0.7000000000000001,6,100,9952.458598556726
SVR,10000,0.7000000000000001,6,150,9930.275751802505
SVR,10000,0.7000000000000001,6,200,9908.092905048292
SVR,10000,0.7000000000000001,6,250,9885.910058294074
SVR,10000,0.7000000000000001,6,300,9863.727211539857
SVR,10000,0.7000000000000001,6,350,9841.54436478564
SVR,10000,0.7000000000000001,6,400,9819.361518031421
SVR,10000,0.7000000000000001,6,450,9797.178671277205
SVR,10000,0.7000000000000001,6,500,9774.995824522983
SVR,10000,0.7000000000000001,7,50,9978.551086758252
SVR,10000,0.7000000000000001,7,100,9959.835589091346
SVR,10000,0.7000000000000001,7,150,9941.120091424431
SVR,10000,0.7000000000000001,7,200,9922.404593757517
SVR,10000,0.7000000000000001,7,250,9903.689096090608
SVR,10000,0.7000000000000001,7,300,9884.9735984237
SVR,10000,0.7000000000000001,7,350,9866.25810075679
SVR,10000,0.7000000000000001,7,400,9847.542603089876
SVR,10000,0.7000000000000001,7,450,9828.827105422964
SVR,10000,0.7000000000000001,7,500,9810.111607756056
SVR,10000,0.7000000000000001,8,50,9981.667073716833
SVR,10000,0.7000000000000001,8,100,9965.506003452729
SVR,10000,0.7000000000000001,8,150,9949.34493318862
SVR,10000,0.7000000000000001,8,200,9933.183862924507
SVR,10000,0.7000000000000001,8,250,9917.022792660397
SVR,10000,0.7000000000000001,8,300,9900.861722396297
SVR,10000,0.7000000000000001,8,350,9884.70065213219
SVR,10000,0.7000000000000001,8,400,9868.53958186808
SVR,10000,0.7000000000000001,8,450,9852.378511603974
SVR,10000,0.7000000000000001,8,500,9836.217441339862
SVR,10000,0.7000000000000001,9,50,9984.090619129065
SVR,10000,0.7000000000000001,9,100,9969.916325733788
SVR,10000,0.7000000000000001,9,150,9955.742032338516
SVR,10000,0.7000000000000001,9,200,9941.567738943239
SVR,10000,0.7000000000000001,9,250,9927.393445547965
SVR,10000,0.7000000000000001,9,300,9913.219152152695
SVR,10000,0.7000000000000001,9,350,9899.044858757416
SVR,10000,0.7000000000000001,9,400,9884.870565362144
SVR,10000,0.7000000000000001,9,450,9870.696271966866
SVR,10000,0.7000000000000001,9,500,9856.521978571589
SVR,10000,0.7000000000000001,10,50,9986.029455458829
SVR,10000,0.7000000000000001,10,100,9973.444583558605
SVR,10000,0.7000000000000001,10,150,9960.859711658386
SVR,10000,0.7000000000000001,10,200,9948.274839758158
SVR,10000,0.7000000000000001,10,250,9935.689967857932
SVR,10000,0.7000000000000001,10,300,9923.105095957713
SVR,10000,0.7000000000000001,10,350,9910.520224057489
SVR,10000,0.7000000000000001,10,400,9897.935352157263
SVR,10000,0.7000000000000001,10,450,9885.350480257042
SVR,10000,0.7000000000000001,10,500,9872.76560835682
SVR,10000,0.8,1,50,9814.154176847309
SVR,10000,0.8,1,100,9646.585443517053
SVR,10000,0.8,1,150,9479.016710186786
SVR,10000,0.8,1,200,9311.447976856525
SVR,10000,0.8,1,250,9143.879243526273
SVR,10000,0.8,1,300,8976.310510196014
SVR,10000,0.8,1,350,8808.741776865749
SVR,10000,0.8,1,400,8641.173043535488
SVR,10000,0.8,1,450,8473.604310205232
SVR,10000,0.8,1,500,8306.035576874972
SVR,10000,0.8,2,50,9908.086503399081
SVR,10000,0.8,2,100,9825.52252437552
SVR,10000,0.8,2,150,9742.958545351968
SVR,10000,0.8,2,200,9660.394566328403
SVR,10000,0.8,2,250,9577.830587304847
SVR,10000,0.8,2,300,9495.266608281288
SVR,10000,0.8,2,350,9412.702629257728
SVR,10000,0.8,2,400,9330.13865023417
SVR,10000,0.8,2,450,9247.57467121061
SVR,10000,0.8,2,500,9165.010692187052
SVR,10000,0.8,3,50,9943.993847088559
SVR,10000,0.8,3,100,9893.334115710471
SVR,10000,0.8,3,150,9842.674384332382
SVR,10000,0.8,3,200,9792.014652954293
SVR,10000,0.8,3,250,9741.354921576205
SVR,10000,0.8,3,300,9690.695190198114
SVR,10000,0.8,3,350,9640.035458820026
SVR,10000,0.8,3,400,9589.375727441939
SVR,10000,0.8,3,450,9538.715996063846
SVR,10000,0.8,3,500,9488.056264685758
SVR,10000,0.8,4,50,9960.579276720306
SVR,10000,0.8,4,100,9925.439191962483
SVR,10000,0.8,4,150,9890.29910720466
SVR,10000,0.8,4,200,9855.159022446838
SVR,10000,0.8,4,250,9820.018937689016
SVR,10000,0.8,4,300,9784.878852931195
SVR,10000,0.8,4,350,9749.738768173367
SVR,10000,0.8,4,400,9714.598683415545
SVR,10000,0.8,4,450,9679.458598657724
SVR,10000,0.8,4,500,9644.3185138999
SVR,10000,0.8,5,50,9967.755625570384
SVR,10000,0.8,5,100,9938.889832817687
SVR,10000,0.8,5,150,9910.024040064987
SVR,10000,0.8,5,200,9881.15824731229
SVR,10000,0.8,5,250,9852.29245455959
SVR,10000,0.8,5,300,9823.426661806896
SVR,10000,0.8,5,350,9794.5608690542
SVR,10000,0.8,5,400,9765.6950763015
SVR,10000,0.8,5,450,9736.829283548801
SVR,10000,0.8,5,500,9707.963490796103
SVR,10000,0.8,6,50,9970.784086159265
SVR,10000,0.8,6,100,9945.515097731764
SVR,10000,0.8,6,150,9920.246109304257
SVR,10000,0.8,6,200,9894.97712087675
SVR,10000,0.8,6,250,9869.708132449254
SVR,10000,0.8,6,300,9844.439144021746
SVR,10000,0.8,6,350,9819.170155594247
SVR,10000,0.8,6,400,9793.90116716674
SVR,10000,0.8,6,450,9768.632178739233
SVR,10000,0.8,6,500,9743.363190311733
SVR,10000,0.8,7,50,9975.529787867434
SVR,10000,0.8,7,100,9954.15145844881
SVR,10000,0.8,7,150,9932.773129030182
SVR,10000,0.8,7,200,9911.394799611557
SVR,10000,0.8,7,250,9890.016470192935
SVR,10000,0.8,7,300,9868.638140774307
SVR,10000,0.8,7,350,9847.25981135568
SVR,10000,0.8,7,400,9825.881481937053
SVR,10000,0.8,7,450,9804.503152518424
SVR,10000,0.8,7,500,9783.1248230998
SVR,10000,0.8,8,50,9978.804007547233
SVR,10000,0.8,8,100,9960.396340285495
SVR,10000,0.8,8,150,9941.98867302375
SVR,10000,0.8,8,200,9923.58100576201
SVR,10000,0.8,8,250,9905.173338500272
SVR,10000,0.8,8,300,9886.765671238532
SVR,10000,0.8,8,350,9868.358003976793
SVR,10000,0.8,8,400,9849.950336715052
SVR,10000,0.8,8,450,9831.542669453309
SVR,10000,0.8,8,500,9813.135002191571
SVR,10000,0.8,9,50,9981.570650993046
SVR,10000,0.8,9,100,9965.42668283091
SVR,10000,0.8,9,150,9949.282714668776
SVR,10000,0.8,9,200,9933.13874650664
SVR,10000,0.8,9,250,9916.994778344506
SVR,10000,0.8,9,300,9900.850810182368
SVR,10000,0.8,9,350,9884.706842020238
SVR,10000,0.8,9,400,9868.562873858102
SVR,10000,0.8,9,450,9852.41890569596
SVR,10000,0.8,9,500,9836.27493753383
SVR,10000,0.8,10,50,9983.783965749712
SVR,10000,0.8,10,100,9969.450956867267
SVR,10000,0.8,10,150,9955.117947984823
SVR,10000,0.8,10,200,9940.78493910238
SVR,10000,0.8,10,250,9926.451930219935
SVR,10000,0.8,10,300,9912.118921337491
SVR,10000,0.8,10,350,9897.785912455047
SVR,10000,0.8,10,400,9883.452903572603
SVR,10000,0.8,10,450,9869.119894690157
SVR,10000,0.8,10,500,9854.78688580771
SVR,10000,0.9,1,50,9791.09404288906
SVR,10000,0.9,1,100,9600.505365347912
SVR,10000,0.9,1,150,9409.916687806763
SVR,10000,0.9,1,200,9219.328010265614
SVR,10000,0.9,1,250,9028.739332724463
SVR,10000,0.9,1,300,8838.150655183308
SVR,10000,0.9,1,350,8647.561977642164
SVR,10000,0.9,1,400,8456.973300101019
SVR,10000,0.9,1,450,8266.384622559857
SVR,10000,0.9,1,500,8075.795945018721
SVR,10000,0.9,2,50,9921.983417364301
SVR,10000,0.9,2,100,9854.086609568298
SVR,10000,0.9,2,150,9786.189801772302
SVR,10000,0.9,2,200,9718.292993976289
SVR,10000,0.9,2,250,9650.3961861803
SVR,10000,0.9,2,300,9582.499378384291
SVR,10000,0.9,2,350,9514.602570588291
SVR,10000,0.9,2,400,9446.70576279229
SVR,10000,0.9,2,450,9378.808954996286
SVR,10000,0.9,2,500,9310.912147200286
SVR,10000,0.9,3,50,9936.803129999067
SVR,10000,0.9,3,100,9879.175330522003
SVR,10000,0.9,3,150,9821.547531044938
SVR,10000,0.9,3,200,9763.919731567872
SVR,10000,0.9,3,250,9706.291932090815
SVR,10000,0.9,3,300,9648.664132613741
SVR,10000,0.9,3,350,9591.036333136675
SVR,10000,0.9,3,400,9533.408533659607
SVR,10000,0.9,3,450,9475.780734182548
SVR,10000,0.9,3,500,9418.152934705482
SVR,10000,0.9,4,50,9955.651686310342
SVR,10000,0.9,4,100,9916.119090957785
SVR,10000,0.9,4,150,9876.586495605225
SVR,10000,0.9,4,200,9837.053900252671
SVR,10000,0.9,4,250,9797.52130490011
SVR,10000,0.9,4,300,9757.988709547553
SVR,10000,0.9,4,350,9718.456114194993
SVR,10000,0.9,4,400,9678.923518842432
SVR,10000,0.9,4,450,9639.390923489875
SVR,10000,0.9,4,500,9599.858328137321
SVR,10000,0.9,5,50,9967.259290722033
SVR,10000,0.9,5,100,9937.433913539342
SVR,10000,0.9,5,150,9907.608536356645
SVR,10000,0.9,5,200,9877.783159173952
SVR,10000,0.9,5,250,9847.95778199126
SVR,10000,0.9,5,300,9818.132404808564
SVR,10000,0.9,5,350,9788.307027625864
SVR,10000,0.9,5,400,9758.48165044317
SVR,10000,0.9,5,450,9728.656273260476
SVR,10000,0.9,5,500,9698.83089607778
SVR,10000,0.9,6,50,9967.941048083678
SVR,10000,0.9,6,100,9939.071005368194
SVR,10000,0.9,6,150,9910.200962652714
SVR,10000,0.9,6,200,9881.330919937234
SVR,10000,0.9,6,250,9852.460877221747
SVR,10000,0.9,6,300,9823.590834506265
SVR,10000,0.9,6,350,9794.720791790785
SVR,10000,0.9,6,400,9765.850749075305
SVR,10000,0.9,6,450,9736.980706359822
SVR,10000,0.9,6,500,9708.110663644344
SVR,10000,0.9,7,50,9972.471011350906
SVR,10000,0.9,7,100,9948.420390754969
SVR,10000,0.9,7,150,9924.369770159043
SVR,10000,0.9,7,200,9900.31914956311
SVR,10000,0.9,7,250,9876.268528967179
SVR,10000,0.9,7,300,9852.217908371234
SVR,10000,0.9,7,350,9828.167287775304
SVR,10000,0.9,7,400,9804.11666717937
SVR,10000,0.9,7,450,9780.066046583435
SVR,10000,0.9,7,500,9756.015425987507
SVR,10000,0.9,8,50,9976.475197167158
SVR,10000,0.9,8,100,9955.707320109948
SVR,10000,0.9,8,150,9934.939443052752
SVR,10000,0.9,8,200,9914.171565995546
SVR,10000,0.9,8,250,9893.403688938346
SVR,10000,0.9,8,300,9872.63581188114
SVR,10000,0.9,8,350,9851.867934823937
SVR,10000,0.9,8,400,9831.100057766736
SVR,10000,0.9,8,450,9810.33218070953
SVR,10000,0.9,8,500,9789.564303652327
SVR,10000,0.9,9,50,9979.266982367184
SVR,10000,0.9,9,100,9961.105018184786
SVR,10000,0.9,9,150,9942.94305400238
SVR,10000,0.9,9,200,9924.781089819979
SVR,10000,0.9,9,250,9906.619125637579
SVR,10000,0.9,9,300,9888.457161455177
SVR,10000,0.9,9,350,9870.295197272777
SVR,10000,0.9,9,400,9852.133233090375
SVR,10000,0.9,9,450,9833.971268907972
SVR,10000,0.9,9,500,9815.809304725573
SVR,10000,0.9,10,50,9981.756961468438
SVR,10000,0.9,10,100,9965.632326475696
SVR,10000,0.9,10,150,9949.507691482966
SVR,10000,0.9,10,200,9933.383056490231
SVR,10000,0.9,10,250,9917.258421497494
SVR,10000,0.9,10,300,9901.133786504755
SVR,10000,0.9,10,350,9885.009151512022
SVR,10000,0.9,10,400,9868.884516519282
SVR,10000,0.9,10,450,9852.759881526548
SVR,10000,0.9,10,500,9836.635246533811
SVR,10000,1.0,1,50,9769.68842189759
SVR,10000,1.0,1,100,9555.334015287353
SVR,10000,1.0,1,150,9340.979608677111
SVR,10000,1.0,1,200,9126.625202066876
SVR,10000,1.0,1,250,8912.270795456627
SVR,10000,1.0,1,300,8697.916388846386
SVR,10000,1.0,1,350,8483.561982236139
SVR,10000,1.0,1,400,8269.207575625902
SVR,10000,1.0,1,450,8054.853169015661
SVR,10000,1.0,1,500,7840.4987624054165
SVR,10000,1.0,2,50,9913.314908182547
SVR,10000,1.0,2,100,9837.874010631427
SVR,10000,1.0,2,150,9762.433113080313
SVR,10000,1.0,2,200,9686.992215529202
SVR,10000,1.0,2,250,9611.551317978081
SVR,10000,1.0,2,300,9536.110420426967
SVR,10000,1.0,2,350,9460.669522875849
SVR,10000,1.0,2,400,9385.228625324733
SVR,10000,1.0,2,450,9309.78772777361
SVR,10000,1.0,2,500,9234.346830222497
SVR,10000,1.0,3,50,9929.873441727852
SVR,10000,1.0,3,100,9865.554184776422
SVR,10000,1.0,3,150,9801.234927824999
SVR,10000,1.0,3,200,9736.915670873579
SVR,10000,1.0,3,250,9672.596413922149
SVR,10000,1.0,3,300,9608.277156970717
SVR,10000,1.0,3,350,9543.957900019288
SVR,10000,1.0,3,400,9479.638643067867
SVR,10000,1.0,3,450,9415.319386116442
SVR,10000,1.0,3,500,9351.000129165011
SVR,10000,1.0,4,50,9950.843420688881
SVR,10000,1.0,4,100,9905.886175305432
SVR,10000,1.0,4,150,9860.928929921994
SVR,10000,1.0,4,200,9815.971684538545
SVR,10000,1.0,4,250,9771.014439155098
SVR,10000,1.0,4,300,9726.057193771652
SVR,10000,1.0,4,350,9681.099948388208
SVR,10000,1.0,4,400,9636.142703004762
SVR,10000,1.0,4,450,9591.185457621317
SVR,10000,1.0,4,500,9546.22821223787
SVR,10000,1.0,5,50,9963.621434135608
SVR,10000,1.0,5,100,9930.482126154846
SVR,10000,1.0,5,150,9897.342818174086
SVR,10000,1.0,5,200,9864.203510193329
SVR,10000,1.0,5,250,9831.064202212568
SVR,10000,1.0,5,300,9797.924894231808
SVR,10000,1.0,5,350,9764.785586251042
SVR,10000,1.0,5,400,9731.646278270282
SVR,10000,1.0,5,450,9698.506970289525
SVR,10000,1.0,5,500,9665.367662308763
SVR,10000,1.0,6,50,9968.092078009193
SVR,10000,1.0,6,100,9938.972357123921
SVR,10000,1.0,6,150,9909.852636238647
SVR,10000,1.0,6,200,9880.732915353377
SVR,10000,1.0,6,250,9851.61319446811
SVR,10000,1.0,6,300,9822.49347358284
SVR,10000,1.0,6,350,9793.37375269756
SVR,10000,1.0,6,400,9764.254031812296
SVR,10000,1.0,6,450,9735.134310927026
SVR,10000,1.0,6,500,9706.014590041752
SVR,10000,1.0,7,50,9970.352920544598
SVR,10000,1.0,7,100,9943.208646167006
SVR,10000,1.0,7,150,9916.064371789413
SVR,10000,1.0,7,200,9888.920097411816
SVR,10000,1.0,7,250,9861.77582303423
SVR,10000,1.0,7,300,9834.631548656636
SVR,10000,1.0,7,350,9807.487274279041
SVR,10000,1.0,7,400,9780.342999901448
SVR,10000,1.0,7,450,9753.198725523855
